N_Teste,N_Vertices,Tempo_Dijkstra_micros,Tempo_BMSSP_micros
1526,650,337,2133
1527,650,338,2089
1528,650,341,2155
1529,650,326,2079
1530,650,336,2175
1531,650,341,2117
1532,650,331,2162
1533,650,324,2133
1534,650,341,2118
1535,650,330,2079
1536,650,344,2178
1537,650,338,2109
1538,650,364,2135
1539,650,327,2091
1540,650,336,2114
1541,650,345,2103
1542,650,334,2144
1543,650,333,2138
1544,650,348,2126
1545,650,338,2235
1546,650,332,2090
1547,650,333,2099
1548,650,330,2026
1549,650,322,2079
1550,650,327,2064
1551,650,339,2179
1552,650,328,2068
1553,650,335,2146
1554,650,346,2143
1555,650,328,2092
1556,650,335,2137
1557,650,354,2027
1558,650,338,2079
1559,650,322,2049
1560,650,331,2099
1561,650,322,2037
1562,650,322,2027
1563,650,333,2082
1564,650,323,2024
1565,650,371,2269
1566,650,345,2082
1567,650,324,2019
1568,650,337,2119
1569,650,339,2081
1570,650,413,2068
1571,650,334,2090
1572,650,330,2073
1573,650,328,2017
1574,650,322,2026
1575,650,328,2063
1576,650,337,2166
1577,650,357,2249
1578,650,361,2113
1579,650,326,2090
1580,650,328,2075
1581,650,345,2103
1582,650,372,2063
1583,650,324,2055
1584,650,330,2058
1585,650,327,2050
1586,650,330,2046
1587,650,329,2076
1588,650,327,2057
1589,650,322,2061
1590,650,319,2032
1591,650,330,2051
1592,650,328,2107
1593,650,344,2061
1594,650,379,2052
1595,650,347,2119
1596,650,325,2106
1597,650,345,2094
1598,650,333,2113
1599,650,330,2084
1600,700,345,2181
1601,700,368,2253
1602,700,373,2352
1603,700,360,2261
1604,700,365,2373
1605,700,359,2316
1606,700,401,2316
1607,700,363,2352
1608,700,366,2343
1609,700,444,2341
1610,700,367,2318
1611,700,378,2337
1612,700,366,2322
1613,700,360,2317
1614,700,382,2258
1615,700,353,2236
1616,700,384,2480
1617,700,353,2223
1618,700,348,2191
1619,700,354,2211
1620,700,402,2205
1621,700,352,2205
1622,700,351,2194
1623,700,370,2230
1624,700,376,2291
1625,700,365,2204
1626,700,349,2173
1627,700,359,2252
1628,700,350,2184
1629,700,356,2269
1630,700,358,2206
1631,700,355,2227
1632,700,353,2192
1633,700,362,2190
1634,700,359,2196
1635,700,372,2277
1636,700,340,2191
1637,700,351,2203
1638,700,370,2191
1639,700,355,2194
1640,700,375,2293
1641,700,356,2209
1642,700,350,2248
1643,700,366,2246
1644,700,361,2208
1645,700,357,2189
1646,700,350,2184
1647,700,350,2168
1648,700,401,2176
1649,700,345,2223
1650,700,350,2208
1651,700,348,2192
1652,700,355,2167
1653,700,348,2154
1654,700,345,2208
1655,700,354,2231
1656,700,356,2157
1657,700,365,2222
1658,700,370,2239
1659,700,348,2186
1660,700,368,2177
1661,700,357,2189
1662,700,370,2224
1663,700,353,2191
1664,700,350,2187
1665,700,351,2170
1666,700,348,2196
1667,700,370,2162
1668,700,352,2182
1669,700,353,2290
1670,700,352,2167
1671,700,368,2186
1672,700,341,2195
1673,700,370,2182
1674,700,345,2258
1675,700,345,2180
1676,700,346,2257
1677,700,363,2158
1678,700,348,2204
1679,700,367,2151
1680,700,360,2280
1681,700,349,2197
1682,700,356,2204
1683,700,345,2168
1684,700,356,2182
1685,700,365,2152
1686,700,348,2238
1687,700,415,2206
1688,700,357,2187
1689,700,401,2228
1690,700,344,2122
1691,700,416,2126
1692,700,352,2189
1693,700,381,2476
1694,700,369,2216
1695,700,352,2249
1696,700,370,2190
1697,700,346,2200
1698,700,346,2212
1699,700,342,2145
1700,700,360,2172
1701,700,360,2257
1702,700,354,2198
1703,700,380,2182
1704,700,352,2165
1705,700,349,2132
1706,700,351,2159
1707,700,357,2213
1708,700,362,2211
1709,700,363,2252
1710,700,352,2148
1711,700,375,2248
1712,700,366,2203
1713,700,355,2207
1714,700,346,2210
1715,700,345,2175
1716,700,353,2225
1717,700,358,2241
1718,700,390,2120
1719,700,351,2257
1720,700,364,2394
1721,700,363,2280
1722,700,369,2261
1723,700,349,2189
1724,700,366,2246
1725,700,347,2163
1726,700,350,2178
1727,700,351,2197
1728,700,354,2180
1729,700,365,2215
1730,700,350,2132
1731,700,355,2211
1732,700,345,2173
1733,700,348,2187
1734,700,345,2170
1735,700,351,2170
1736,700,358,2144
1737,700,341,2250
1738,700,358,2232
1739,700,346,2244
1740,700,344,2223
1741,700,357,2257
1742,700,362,2308
1743,700,373,2264
1744,700,346,2254
1745,700,373,2198
1746,700,354,2212
1747,700,352,2203
1748,700,348,2188
1749,700,356,2249
1750,700,358,2250
1751,700,351,2213
1752,700,342,2221
1753,700,370,2191
1754,700,347,2154
1755,700,367,2164
1756,700,350,2219
1757,700,348,2198
1758,700,360,2260
1759,700,342,2146
1760,700,362,2244
1761,700,353,2142
1762,700,345,2183
1763,700,348,2200
1764,700,351,2250
1765,700,350,2186
1766,700,339,2192
1767,700,348,2170
1768,700,349,2189
1769,700,360,2167
1770,700,350,2140
1771,700,353,2160
1772,700,344,2172
1773,700,352,2216
1774,700,352,2180
1775,700,353,2176
1776,700,349,2216
1777,700,357,2254
1778,700,346,2161
1779,700,344,2164
1780,700,377,2203
1781,700,356,2249
1782,700,356,2252
1783,700,355,2233
1784,700,349,2190
1785,700,344,2156
1786,700,355,2167
1787,700,361,2158
1788,700,355,2183
1789,700,410,2188
1790,700,349,2193
1791,700,424,2201
1792,700,347,2152
1793,700,378,2281
1794,700,354,2212
1795,700,352,2229
1796,700,351,2145
1797,700,360,2287
1798,700,358,2224
1799,700,354,2257
1800,750,394,2477
1801,750,390,2422
1802,750,392,2524
1803,750,409,2367
1804,750,383,2407
1805,750,411,2583
1806,750,424,2459
1807,750,402,2622
1808,750,425,2483
1809,750,462,2437
1810,750,467,2596
1811,750,392,2445
1812,750,399,2515
1813,750,379,2396
1814,750,412,2400
1815,750,400,2474
1816,750,389,2444
1817,750,407,2445
1818,750,385,2570
1819,750,395,2449
1820,750,392,2468
1821,750,411,2585
1822,750,416,2557
1823,750,397,2543
1824,750,476,2562
1825,750,404,2523
1826,750,412,2579
1827,750,418,2645
1828,750,408,2482
1829,750,451,2644
1830,750,400,2647
1831,750,401,2533
1832,750,401,2571
1833,750,402,2532
1834,750,398,2489
1835,750,507,2413
1836,750,425,2522
1837,750,393,2456
1838,750,395,2403
1839,750,432,2462
1840,750,400,2585
1841,750,389,2485
1842,750,416,2486
1843,750,407,2551
1844,750,390,2394
1845,750,394,2423
1846,750,382,2376
1847,750,428,2483
1848,750,401,2523
1849,750,409,2424
1850,750,398,2472
1851,750,394,2481
1852,750,393,2511
1853,750,389,2524
1854,750,388,2405
1855,750,386,2381
1856,750,389,2427
1857,750,392,2417
1858,750,392,2446
1859,750,384,2359
1860,750,383,2373
1861,750,404,2445
1862,750,392,2457
1863,750,385,2546
1864,750,407,2595
1865,750,422,2528
1866,750,401,2465
1867,750,409,2516
1868,750,394,2517
1869,750,403,2509
1870,750,392,2476
1871,750,392,2430
1872,750,441,2545
1873,750,419,2572
1874,750,421,2560
1875,750,418,2505
1876,750,426,2435
1877,750,473,2494
1878,750,390,2435
1879,750,387,2335
1880,750,408,2355
1881,750,384,2397
1882,750,385,2403
1883,750,388,2423
1884,750,386,2386
1885,750,402,2486
1886,750,385,2405
1887,750,387,2404
1888,750,428,2491
1889,750,426,2721
1890,750,401,2526
1891,750,403,2521
1892,750,409,2657
1893,750,396,2468
1894,750,401,2625
1895,750,396,2514
1896,750,428,2529
1897,750,413,2538
1898,750,403,2386
1899,750,413,2486
1900,750,402,2454
1901,750,404,2499
1902,750,398,2414
1903,750,400,2508
1904,750,413,2357
1905,750,415,2488
1906,750,390,2495
1907,750,380,2422
1908,750,385,2326
1909,750,438,2354
1910,750,400,2391
1911,750,385,2453
1912,750,389,2333
1913,750,409,2452
1914,750,389,2441
1915,750,416,2480
1916,750,404,2685
1917,750,399,2467
1918,750,400,2485
1919,750,398,2672
1920,750,394,2426
1921,750,397,2436
1922,750,411,2512
1923,750,388,2402
1924,750,411,2457
1925,750,429,2470
1926,750,413,2454
1927,750,394,2392
1928,750,382,2384
1929,750,398,2350
1930,750,409,2542
1931,750,392,2380
1932,750,393,2386
1933,750,384,2393
1934,750,387,2385
1935,750,399,2406
1936,750,391,2384
1937,750,405,2720
1938,750,409,2476
1939,750,385,2434
1940,750,392,2500
1941,750,382,2411
1942,750,389,2411
1943,750,388,2340
1944,750,391,2406
1945,750,386,2482
1946,750,384,2407
1947,750,386,2405
1948,750,387,2411
1949,750,386,2440
1950,750,417,2420
1951,750,387,2387
1952,750,385,2396
1953,750,409,2675
1954,750,712,2979
1955,750,380,2401
1956,750,376,2289
1957,750,389,2442
1958,750,407,2415
1959,750,403,2414
1960,750,407,2965
1961,750,633,2958
1962,750,419,2366
1963,750,379,2826
1964,750,377,2382
1965,750,368,2335
1966,750,398,2633
1967,750,498,2446
1968,750,390,2431
1969,750,390,2483
1970,750,401,2442
1971,750,374,2373
1972,750,387,2464
1973,750,391,2432
1974,750,391,2496
1975,750,401,2448
1976,750,450,2635
1977,750,409,2558
1978,750,400,2434
1979,750,439,2458
1980,750,394,2433
1981,750,389,2410
1982,750,381,2413
1983,750,394,2473
1984,750,393,2522
1985,750,404,2406
1986,750,456,2764
1987,750,385,2417
1988,750,391,2401
1989,750,462,2381
1990,750,390,2393
1991,750,695,4489
1992,750,589,2993
1993,750,588,3843
1994,750,606,3971
1995,750,552,3845
1996,750,567,3810
1997,750,543,3876
1998,750,596,3988
1999,750,570,3957
2000,800,468,3307
2001,800,416,2641
2002,800,415,2519
2003,800,447,2578
2004,800,443,2660
2005,800,439,2634
2006,800,420,2668
2007,800,467,3490
2008,800,411,2512
2009,800,404,2506
2010,800,413,2596
2011,800,472,2579
2012,800,417,2599
2013,800,433,2658
2014,800,544,2702
2015,800,417,2604
2016,800,431,2581
2017,800,436,2786
2018,800,452,2877
2019,800,420,2647
2020,800,429,2658
2021,800,591,3295
2022,800,412,2536
2023,800,420,2670
2024,800,441,2633
2025,800,455,2763
2026,800,430,2646
2027,800,430,2582
2028,800,433,2625
2029,800,425,2598
2030,800,432,2600
2031,800,546,3065
2032,800,440,2973
2033,800,414,2626
2034,800,429,2641
2035,800,430,3171
2036,800,420,2528
2037,800,423,2653
2038,800,419,2593
2039,800,457,2603
2040,800,462,2740
2041,800,499,3034
2042,800,433,2727
2043,800,425,2639
2044,800,425,2687
2045,800,418,2620
2046,800,431,2671
2047,800,421,2642
2048,800,554,2618
2049,800,432,2662
2050,800,422,2624
2051,800,430,2578
2052,800,427,2638
2053,800,417,2651
2054,800,432,2616
2055,800,436,2611
2056,800,446,2766
2057,800,542,3194
2058,800,448,2777
2059,800,404,3499
2060,800,452,2576
2061,800,428,2656
2062,800,418,2597
2063,800,441,2684
2064,800,449,2720
2065,800,432,2666
2066,800,449,2561
2067,800,434,2663
2068,800,418,2821
2069,800,422,2643
2070,800,489,2628
2071,800,423,2636
2072,800,422,2874
2073,800,523,3031
2074,800,490,2961
2075,800,438,2731
2076,800,421,2640
2077,800,421,2650
2078,800,599,3402
2079,800,458,2737
2080,800,435,2773
2081,800,472,2834
2082,800,463,2944
2083,800,417,2632
2084,800,424,2673
2085,800,425,2644
2086,800,455,2645
2087,800,419,2671
2088,800,450,2667
2089,800,513,2684
2090,800,425,2747
2091,800,440,2601
2092,800,451,2740
2093,800,471,3792
2094,800,444,2803
2095,800,462,2849
2096,800,425,2604
2097,800,424,2665
2098,800,497,2994
2099,800,484,2819
2100,800,465,2910
2101,800,443,2722
2102,800,495,2886
2103,800,610,3330
2104,800,437,2986
2105,800,437,2708
2106,800,453,2708
2107,800,597,4321
2108,800,467,2677
2109,800,434,2638
2110,800,429,2619
2111,800,425,2618
2112,800,434,2751
2113,800,445,2954
2114,800,421,2642
2115,800,452,2926
2116,800,425,2580
2117,800,444,2742
2118,800,475,2874
2119,800,447,2705
2120,800,416,2623
2121,800,413,2610
2122,800,420,2682
2123,800,422,2582
2124,800,421,2628
2125,800,411,2594
2126,800,422,2627
2127,800,425,2663
2128,800,438,2585
2129,800,425,2710
2130,800,432,2641
2131,800,444,2593
2132,800,449,2839
2133,800,431,2893
2134,800,420,2616
2135,800,432,2655
2136,800,430,2731
2137,800,458,2647
2138,800,453,2620
2139,800,431,2683
2140,800,439,2687
2141,800,430,2634
2142,800,437,2777
2143,800,437,2688
2144,800,419,2655
2145,800,420,2604
2146,800,418,2560
2147,800,425,2636
2148,800,436,2625
2149,800,428,2697
2150,800,428,2637
2151,800,423,2581
2152,800,444,2720
2153,800,433,2576
2154,800,441,2697
2155,800,464,2747
2156,800,435,2802
2157,800,420,2700
2158,800,421,2678
2159,800,420,2690
2160,800,437,2618
2161,800,468,2840
2162,800,479,3095
2163,800,506,2777
2164,800,462,2771
2165,800,434,2651
2166,800,436,2720
2167,800,419,2642
2168,800,427,2724
2169,800,422,2646
2170,800,428,2590
2171,800,444,2623
2172,800,433,2735
2173,800,428,2748
2174,800,424,2639
2175,800,433,2676
2176,800,521,3163
2177,800,484,3018
2178,800,426,2624
2179,800,433,2668
2180,800,466,3036
2181,800,507,3370
2182,800,463,2856
2183,800,506,3085
2184,800,444,2702
2185,800,488,2748
2186,800,424,2662
2187,800,444,2688
2188,800,485,2863
2189,800,441,2799
2190,800,427,2630
2191,800,427,2760
2192,800,434,2684
2193,800,430,2743
2194,800,432,2677
2195,800,430,2676
2196,800,614,3622
2197,800,436,2880
2198,800,485,2787
2199,800,417,2676
2200,850,465,2821
2201,850,451,3344
2202,850,525,3120
2203,850,480,2955
2204,850,478,2944
2205,850,727,2875
2206,850,490,2787
2207,850,469,2834
2208,850,463,2901
2209,850,478,2847
2210,850,465,2865
2211,850,473,2854
2212,850,474,2860
2213,850,455,2771
2214,850,570,3535
2215,850,534,3226
2216,850,482,2976
2217,850,456,2727
2218,850,504,2988
2219,850,488,2957
2220,850,456,2781
2221,850,488,2899
2222,850,477,2822
2223,850,457,2822
2224,850,508,2806
2225,850,480,2866
2226,850,484,2858
2227,850,470,2908
2228,850,460,2765
2229,850,467,2864
2230,850,567,3316
2231,850,532,3272
2232,850,474,2896
2233,850,577,3550
2234,850,474,2984
2235,850,498,2954
2236,850,491,2936
2237,850,465,2826
2238,850,472,2824
2239,850,479,2814
2240,850,459,2794
2241,850,465,2816
2242,850,510,3016
2243,850,460,2774
2244,850,487,2985
2245,850,511,3100
2246,850,478,2914
2247,850,461,2820
2248,850,462,2815
2249,850,476,2864
2250,850,511,3131
2251,850,621,2943
2252,850,508,2951
2253,850,499,2921
2254,850,505,2906
2255,850,459,2820
2256,850,481,2847
2257,850,462,2864
2258,850,490,2838
2259,850,464,2822
2260,850,502,3368
2261,850,552,3042
2262,850,479,2886
2263,850,488,2811
2264,850,513,3658
2265,850,471,3078
2266,850,468,2827
2267,850,461,2774
2268,850,472,2854
2269,850,459,2830
2270,850,510,2855
2271,850,494,3182
2272,850,557,4076
2273,850,478,2992
2274,850,489,3064
2275,850,488,2933
2276,850,531,2892
2277,850,471,2765
2278,850,475,2938
2279,850,473,2909
2280,850,463,2838
2281,850,459,2712
2282,850,460,2842
2283,850,475,2792
2284,850,449,2786
2285,850,481,2893
2286,850,529,3311
2287,850,481,3002
2288,850,510,2836
2289,850,471,2799
2290,850,467,2810
2291,850,474,2810
2292,850,465,2846
2293,850,469,2944
2294,850,458,2795
2295,850,463,2835
2296,850,468,2798
2297,850,459,2798
2298,850,466,2921
2299,850,488,2931
2300,850,486,2841
2301,850,465,2937
2302,850,468,2821
2303,850,469,2816
2304,850,457,2824
2305,850,484,2898
2306,850,799,3173
2307,850,505,2820
2308,850,473,2885
2309,850,484,2844
2310,850,460,2828
2311,850,477,2900
2312,850,464,2902
2313,850,547,2954
2314,850,588,2859
2315,850,475,2862
2316,850,485,2854
2317,850,473,2919
2318,850,476,2812
2319,850,510,3317
2320,850,464,2851
2321,850,483,2866
2322,850,472,2895
2323,850,458,2787
2324,850,474,2768
2325,850,473,2859
2326,850,465,2827
2327,850,478,2971
2328,850,473,2825
2329,850,459,2783
2330,850,463,2810
2331,850,492,2837
2332,850,480,2885
2333,850,502,2824
2334,850,469,2846
2335,850,467,2820
2336,850,462,2725
2337,850,465,2905
2338,850,474,2914
2339,850,459,2818
2340,850,503,3368
2341,850,543,2888
2342,850,559,2838
2343,850,460,2846
2344,850,458,2857
2345,850,465,2828
2346,850,479,2844
2347,850,470,2847
2348,850,468,2950
2349,850,465,2829
2350,850,471,2835
2351,850,471,2846
2352,850,481,2953
2353,850,507,3058
2354,850,457,2801
2355,850,458,2789
2356,850,461,2776
2357,850,465,2916
2358,850,459,2839
2359,850,462,2787
2360,850,467,2842
2361,850,470,2800
2362,850,469,2799
2363,850,470,3027
2364,850,485,2937
2365,850,469,2822
2366,850,464,2821
2367,850,507,3113
2368,850,461,2775
2369,850,453,2816
2370,850,456,3001
2371,850,455,2770
2372,850,451,2871
2373,850,459,2782
2374,850,474,2880
2375,850,460,2778
2376,850,471,2905
2377,850,603,2984
2378,850,462,2836
2379,850,469,2808
2380,850,467,2797
2381,850,486,2871
2382,850,481,2890
2383,850,460,2923
2384,850,448,2759
2385,850,462,2780
2386,850,462,2813
2387,850,462,2785
2388,850,494,3034
2389,850,498,3022
2390,850,475,2977
2391,850,460,2915
2392,850,478,2971
2393,850,456,2793
2394,850,472,2874
2395,850,464,2813
2396,850,473,2820
2397,850,573,2819
2398,850,473,2911
2399,850,453,2769
2400,900,529,3130
2401,900,513,3094
2402,900,502,3044
2403,900,506,3076
2404,900,514,3154
2405,900,536,3153
2406,900,504,2992
2407,900,512,3025
2408,900,508,3070
2409,900,510,3009
2410,900,498,3062
2411,900,500,3219
2412,900,534,3955
2413,900,512,3203
2414,900,513,3235
2415,900,547,3318
2416,900,502,3113
2417,900,536,3194
2418,900,487,3015
2419,900,502,3081
2420,900,510,3060
2421,900,502,3109
2422,900,506,3048
2423,900,500,3096
2424,900,540,3121
2425,900,502,3037
2426,900,559,3380
2427,900,504,3072
2428,900,496,3122
2429,900,501,3040
2430,900,494,3061
2431,900,498,3027
2432,900,595,3937
2433,900,514,3284
2434,900,542,3369
2435,900,527,3225
2436,900,728,4912
2437,900,791,5331
2438,900,528,3184
2439,900,518,3029
2440,900,514,3183
2441,900,507,3262
2442,900,498,2977
2443,900,552,2980
2444,900,492,3088
2445,900,509,3093
2446,900,521,3056
2447,900,502,3060
2448,900,507,3172
2449,900,504,3279
2450,900,493,3067
2451,900,495,3055
2452,900,503,3066
2453,900,495,3044
2454,900,506,3111
2455,900,504,3068
2456,900,498,3299
2457,900,520,3248
2458,900,498,3091
2459,900,521,3140
2460,900,520,3050
2461,900,504,3063
2462,900,490,3036
2463,900,528,3317
2464,900,609,4017
2465,900,713,4264
2466,900,887,5737
2467,900,744,5280
2468,900,1378,7973
2469,900,558,3491
2470,900,556,3347
2471,900,624,3870
2472,900,520,3313
2473,900,558,3113
2474,900,618,3817
2475,900,534,3131
2476,900,511,3165
2477,900,520,3199
2478,900,517,3133
2479,900,524,3161
2480,900,512,3126
2481,900,506,3084
2482,900,518,3046
2483,900,508,3174
2484,900,541,3178
2485,900,498,3056
2486,900,511,3243
2487,900,512,3104
2488,900,532,3097
2489,900,510,3141
2490,900,513,3108
2491,900,528,3086
2492,900,527,3098
2493,900,541,3198
2494,900,501,3082
2495,900,522,3147
2496,900,505,3158
2497,900,507,3167
2498,900,590,3039
2499,900,516,3049
2500,900,521,3261
2501,900,518,3295
2502,900,530,3227
2503,900,527,3154
2504,900,510,3355
2505,900,533,3202
2506,900,517,3202
2507,900,517,3214
2508,900,529,3196
2509,900,517,3178
2510,900,535,3164
2511,900,514,3132
2512,900,532,3858
2513,900,566,3316
2514,900,551,3425
2515,900,524,3208
2516,900,522,3293
2517,900,519,3285
2518,900,533,3178
2519,900,513,3174
2520,900,524,3481
2521,900,543,3261
2522,900,530,3216
2523,900,516,3380
2524,900,502,3176
2525,900,497,3093
2526,900,519,3170
2527,900,502,3132
2528,900,533,3069
2529,900,507,3072
2530,900,492,3055
2531,900,501,3049
2532,900,491,3004
2533,900,564,3111
2534,900,504,3137
2535,900,507,3202
2536,900,524,3199
2537,900,521,3176
2538,900,506,3160
2539,900,538,3100
2540,900,536,3164
2541,900,538,3116
2542,900,568,3132
2543,900,523,3063
2544,900,554,3178
2545,900,520,3169
2546,900,518,3398
2547,900,524,3248
2548,900,522,3216
2549,900,572,3786
2550,900,533,3340
2551,900,524,3662
2552,900,567,3183
2553,900,514,3209
2554,900,523,3240
2555,900,514,3247
2556,900,515,3115
2557,900,514,3172
2558,900,515,3086
2559,900,511,3158
2560,900,498,3016
2561,900,514,3219
2562,900,513,3116
2563,900,558,3514
2564,900,509,3272
2565,900,522,3241
2566,900,521,3128
2567,900,512,3149
2568,900,504,3098
2569,900,506,3100
2570,900,507,3114
2571,900,555,3091
2572,900,514,3121
2573,900,536,3308
2574,900,529,3322
2575,900,547,3365
2576,900,583,3463
2577,900,613,3581
2578,900,593,3485
2579,900,613,3874
2580,900,569,3472
2581,900,560,3505
2582,900,592,3228
2583,900,517,3194
2584,900,535,3328
2585,900,578,3384
2586,900,859,5402
2587,900,767,5056
2588,900,577,3526
2589,900,608,3377
2590,900,546,3208
2591,900,526,3172
2592,900,513,3139
2593,900,530,3158
2594,900,506,3112
2595,900,525,3075
2596,900,513,3076
2597,900,530,3267
2598,900,500,3143
2599,900,489,3074
2600,950,562,3403
2601,950,604,3637
2602,950,554,3359
2603,950,590,3589
2604,950,555,3287
2605,950,546,3327
2606,950,550,3294
2607,950,550,3376
2608,950,584,3503
2609,950,562,3322
2610,950,604,3690
2611,950,597,3515
2612,950,598,3636
2613,950,618,3727
2614,950,618,3488
2615,950,615,3421
2616,950,647,3901
2617,950,616,3654
2618,950,661,3881
2619,950,567,3351
2620,950,596,3410
2621,950,615,3361
2622,950,619,3580
2623,950,577,3517
2624,950,579,3554
2625,950,584,3602
2626,950,606,3545
2627,950,618,3535
2628,950,667,4186
2629,950,585,3601
2630,950,551,3357
2631,950,563,3502
2632,950,568,3405
2633,950,572,3385
2634,950,603,3457
2635,950,653,3792
2636,950,630,3610
2637,950,595,3602
2638,950,594,3384
2639,950,623,3895
2640,950,641,3960
2641,950,570,3518
2642,950,555,3426
2643,950,550,3338
2644,950,561,3320
2645,950,587,3342
2646,950,581,3412
2647,950,626,3686
2648,950,590,3541
2649,950,610,3587
2650,950,565,3400
2651,950,550,3347
2652,950,664,3577
2653,950,651,3537
2654,950,692,3930
2655,950,631,3893
2656,950,561,3463
2657,950,589,3443
2658,950,565,3377
2659,950,571,3406
2660,950,563,3350
2661,950,545,3311
2662,950,645,3609
2663,950,578,3426
2664,950,559,3455
2665,950,578,3248
2666,950,553,3289
2667,950,539,3245
2668,950,545,3229
2669,950,560,3315
2670,950,551,3254
2671,950,545,3249
2672,950,554,3230
2673,950,542,3259
2674,950,559,3299
2675,950,545,3302
2676,950,544,3287
2677,950,544,3333
2678,950,546,3299
2679,950,555,3327
2680,950,568,3297
2681,950,548,3490
2682,950,548,3378
2683,950,551,3263
2684,950,547,3363
2685,950,558,3374
2686,950,579,3294
2687,950,552,3377
2688,950,569,3472
2689,950,565,3428
2690,950,557,3381
2691,950,566,3426
2692,950,553,3372
2693,950,582,3459
2694,950,583,3376
2695,950,557,3392
2696,950,583,3303
2697,950,569,3392
2698,950,560,3420
2699,950,575,3349
2700,950,743,3470
2701,950,697,4059
2702,950,833,5331
2703,950,813,5456
2704,950,550,3512
2705,950,579,3434
2706,950,627,3775
2707,950,676,3719
2708,950,554,3365
2709,950,575,3360
2710,950,574,3452
2711,950,572,3409
2712,950,565,3370
2713,950,562,3385
2714,950,576,3504
2715,950,588,3367
2716,950,951,5787
2717,950,579,4440
2718,950,698,3563
2719,950,575,3596
2720,950,573,3333
2721,950,623,3570
2722,950,572,3390
2723,950,605,3374
2724,950,559,3353
2725,950,557,3336
2726,950,544,3273
2727,950,570,3339
2728,950,547,3278
2729,950,554,3362
2730,950,549,3275
2731,950,574,3293
2732,950,585,3282
2733,950,573,3240
2734,950,604,3302
2735,950,539,3221
2736,950,553,3301
2737,950,550,3285
2738,950,808,3334
2739,950,608,3313
2740,950,590,3972
2741,950,761,4519
2742,950,563,3457
2743,950,565,3436
2744,950,576,3606
2745,950,562,3458
2746,950,881,5589
2747,950,862,5104
2748,950,832,5840
2749,950,893,5552
2750,950,924,5843
2751,950,901,5643
2752,950,672,4403
2753,950,564,3435
2754,950,576,3399
2755,950,745,3458
2756,950,585,3553
2757,950,604,3697
2758,950,554,3390
2759,950,552,3349
2760,950,559,3360
2761,950,591,3425
2762,950,565,3422
2763,950,553,3344
2764,950,545,3295
2765,950,618,3708
2766,950,634,3638
2767,950,570,3460
2768,950,622,3621
2769,950,652,3786
2770,950,597,3376
2771,950,636,3454
2772,950,572,3834
2773,950,551,3361
2774,950,563,3388
2775,950,567,3388
2776,950,575,3372
2777,950,551,3387
2778,950,592,3426
2779,950,612,3414
2780,950,653,4036
2781,950,608,3600
2782,950,652,3464
2783,950,560,3412
2784,950,556,3406
2785,950,560,3322
2786,950,596,3279
2787,950,552,3290
2788,950,573,3281
2789,950,559,3398
2790,950,573,3465
2791,950,595,3546
2792,950,562,3309
2793,950,563,3364
2794,950,592,3336
2795,950,558,3325
2796,950,567,3401
2797,950,564,3415
2798,950,555,3402
2799,950,552,3335
2800,1000,628,3610
2801,1000,664,3766
2802,1000,626,3630
2803,1000,617,4246
2804,1000,604,3574
2805,1000,618,3576
2806,1000,679,3520
2807,1000,604,3623
2808,1000,858,3605
2809,1000,599,3746
2810,1000,596,3524
2811,1000,648,3553
2812,1000,612,3602
2813,1000,590,3479
2814,1000,610,3782
2815,1000,603,3587
2816,1000,648,3483
2817,1000,597,3565
2818,1000,608,3550
2819,1000,602,3530
2820,1000,586,3605
2821,1000,610,3584
2822,1000,1002,4666
2823,1000,675,3623
2824,1000,616,3743
2825,1000,606,3532
2826,1000,611,3907
2827,1000,616,3687
2828,1000,612,3813
2829,1000,612,3621
2830,1000,606,3591
2831,1000,601,3552
2832,1000,596,3494
2833,1000,600,3526
2834,1000,689,4191
2835,1000,614,3832
2836,1000,944,5837
2837,1000,923,5643
2838,1000,618,3608
2839,1000,750,3768
2840,1000,611,3863
2841,1000,602,3531
2842,1000,597,3660
2843,1000,582,3549
2844,1000,582,3475
2845,1000,584,3444
2846,1000,630,3695
2847,1000,635,3620
2848,1000,616,3572
2849,1000,610,3585
2850,1000,616,3537
2851,1000,651,3636
2852,1000,663,3539
2853,1000,680,3586
2854,1000,600,3603
2855,1000,593,3513
2856,1000,589,3445
2857,1000,606,3521
2858,1000,679,3552
2859,1000,590,3530
2860,1000,591,3470
2861,1000,589,3468
2862,1000,618,3626
2863,1000,658,4016
2864,1000,618,3559
2865,1000,594,3557
2866,1000,612,3441
2867,1000,578,3482
2868,1000,616,3601
2869,1000,662,3999
2870,1000,612,3819
2871,1000,632,3577
2872,1000,735,4981
2873,1000,771,4598
2874,1000,682,3854
2875,1000,724,4183
2876,1000,1105,6164
2877,1000,1111,6332
2878,1000,657,3870
2879,1000,775,4892
2880,1000,683,4118
2881,1000,691,3828
2882,1000,1006,4695
2883,1000,667,3913
2884,1000,650,3900
2885,1000,699,4551
2886,1000,610,3764
2887,1000,618,3645
2888,1000,635,3630
2889,1000,625,3769
2890,1000,648,4036
2891,1000,653,3920
2892,1000,603,3527
2893,1000,629,3653
2894,1000,604,3543
2895,1000,643,3841
2896,1000,648,3761
2897,1000,603,3651
2898,1000,599,3533
2899,1000,597,3586
2900,1000,713,3790
2901,1000,637,3856
2902,1000,639,3833
2903,1000,607,3655
2904,1000,614,3625
2905,1000,620,3581
2906,1000,648,3710
2907,1000,664,4034
2908,1000,627,3627
2909,1000,624,3653
