N_Teste,N_Vertices,Tempo_Dijkstra_micros,Tempo_BMSSP_micros
338,150,50,602
339,150,49,610
340,150,51,604
341,150,50,594
342,150,48,570
343,150,51,589
344,150,52,649
345,150,51,604
346,150,51,629
347,150,48,617
348,150,50,602
349,150,55,632
350,150,50,618
351,150,49,598
352,150,53,609
353,150,51,615
354,150,51,605
355,150,52,612
356,150,52,645
357,150,51,639
358,150,50,603
359,150,48,587
360,150,54,632
361,150,51,613
362,150,57,604
363,150,51,594
364,150,51,622
365,150,47,589
366,150,51,593
367,150,51,599
368,150,49,601
369,150,49,594
370,150,49,586
371,150,50,604
372,150,50,606
373,150,52,603
374,150,49,599
375,150,49,584
376,150,47,590
377,150,50,590
378,150,50,605
379,150,54,614
380,150,49,629
381,150,53,597
382,150,50,601
383,150,48,582
384,150,48,574
385,150,49,580
386,150,57,604
387,150,51,613
388,150,52,612
389,150,51,614
390,150,55,602
391,150,52,603
392,150,47,588
393,150,51,594
394,150,49,609
395,150,52,645
396,150,50,600
397,150,54,628
398,150,51,629
399,150,50,637
400,200,81,914
401,200,72,851
402,200,70,829
403,200,67,798
404,200,73,824
405,200,77,799
406,200,70,813
407,200,81,890
408,200,78,867
409,200,77,861
410,200,76,864
411,200,74,885
412,200,79,873
413,200,77,844
414,200,78,1003
415,200,77,898
416,200,75,867
417,200,75,819
418,200,73,812
419,200,74,834
420,200,74,821
421,200,71,823
422,200,79,808
423,200,76,886
424,200,73,828
425,200,78,849
426,200,75,838
427,200,74,863
428,200,73,861
429,200,77,897
430,200,84,887
431,200,109,915
432,200,77,952
433,200,77,867
434,200,75,850
435,200,81,883
436,200,78,884
437,200,78,859
438,200,80,875
439,200,78,877
440,200,75,866
441,200,78,870
442,200,81,937
443,200,86,928
444,200,75,871
445,200,77,878
446,200,77,890
447,200,78,873
448,200,80,866
449,200,75,847
450,200,76,861
451,200,84,884
452,200,79,876
453,200,80,924
454,200,81,899
455,200,89,907
456,200,80,895
457,200,81,886
458,200,80,873
459,200,79,876
460,200,80,873
461,200,79,896
462,200,80,869
463,200,80,901
464,200,75,855
465,200,77,897
466,200,76,854
467,200,80,867
468,200,74,846
469,200,78,882
470,200,97,893
471,200,79,895
472,200,81,893
473,200,80,876
474,200,79,886
475,200,80,870
476,200,80,903
477,200,87,961
478,200,102,970
479,200,82,913
480,200,78,917
481,200,77,872
482,200,80,902
483,200,81,884
484,200,79,891
485,200,81,903
486,200,81,967
487,200,81,890
488,200,79,895
489,200,76,877
490,200,79,852
491,200,80,903
492,200,80,897
493,200,79,885
494,200,76,903
495,200,85,911
496,200,82,938
497,200,81,900
498,200,82,893
499,200,80,901
500,200,80,1006
501,200,84,903
502,200,80,876
503,200,83,925
504,200,81,883
505,200,78,868
506,200,82,873
507,200,77,888
508,200,77,885
509,200,77,875
510,200,80,884
511,200,82,903
512,200,84,909
513,200,85,895
514,200,105,1075
515,200,78,880
516,200,77,855
517,200,77,936
518,200,78,875
519,200,78,875
520,200,78,849
521,200,78,848
522,200,74,853
523,200,78,875
524,200,79,882
525,200,80,870
526,200,82,893
527,200,83,884
528,200,93,910
529,200,102,886
530,200,80,878
531,200,81,894
532,200,80,898
533,200,82,914
534,200,75,908
535,200,81,913
536,200,79,886
537,200,81,928
538,200,82,899
539,200,79,913
540,200,81,909
541,200,78,931
542,200,79,901
543,200,80,907
544,200,80,916
545,200,80,907
546,200,83,906
547,200,81,922
548,200,88,901
549,200,82,1021
550,200,82,916
551,200,79,912
552,200,76,882
553,200,79,883
554,200,81,894
555,200,81,902
556,200,82,900
557,200,75,868
558,200,109,892
559,200,77,877
560,200,78,882
561,200,81,895
562,200,81,885
563,200,78,911
564,200,81,914
565,200,86,924
566,200,86,902
567,200,78,883
568,200,78,909
569,200,84,893
570,200,81,891
571,200,78,913
572,200,79,881
573,200,85,920
574,200,79,915
575,200,78,878
576,200,94,903
577,200,77,878
578,200,79,900
579,200,82,898
580,200,79,887
581,200,87,920
582,200,80,880
583,200,82,901
584,200,79,912
585,200,80,903
586,200,79,910
587,200,78,892
588,200,112,899
589,200,85,932
590,200,78,884
591,200,81,921
592,200,79,883
593,200,81,915
594,200,87,898
595,200,88,898
596,200,82,901
597,200,82,903
598,200,82,900
599,200,78,912
600,250,116,1198
601,250,106,1141
602,250,109,1178
603,250,109,1100
604,250,102,1077
605,250,102,1091
606,250,106,1158
607,250,104,1087
608,250,105,1170
609,250,109,1072
610,250,103,1091
611,250,107,1075
612,250,106,1105
613,250,112,1167
614,250,113,1172
615,250,114,1135
616,250,114,1147
617,250,111,1142
618,250,116,1163
619,250,114,1175
620,250,115,1161
621,250,113,1166
622,250,112,1150
623,250,110,1149
624,250,118,1167
625,250,109,1155
626,250,109,1179
627,250,107,1117
628,250,110,1142
629,250,123,1199
630,250,117,1154
631,250,116,1179
632,250,112,1154
633,250,111,1166
634,250,134,1192
635,250,113,1197
636,250,108,1161
637,250,113,1166
638,250,112,1134
639,250,111,1173
640,250,117,1200
641,250,111,1164
642,250,113,1161
643,250,117,1160
644,250,111,1151
645,250,275,2057
646,250,137,1377
647,250,111,1278
648,250,109,1139
649,250,118,1176
650,250,111,1142
651,250,113,1150
652,250,111,1152
653,250,115,1152
654,250,109,1163
655,250,112,1181
656,250,113,1166
657,250,112,1163
658,250,112,1144
659,250,109,1219
660,250,109,1128
661,250,114,1165
662,250,111,1183
663,250,118,1193
664,250,116,1245
665,250,112,1180
666,250,110,1146
667,250,111,1143
668,250,117,1167
669,250,111,1133
670,250,111,1160
671,250,112,1143
672,250,112,1147
673,250,143,1205
674,250,109,1163
675,250,112,1161
676,250,115,1188
677,250,120,1222
678,250,114,1163
679,250,116,1164
680,250,128,1385
681,250,113,1164
682,250,115,1168
683,250,121,1198
684,250,121,1192
685,250,121,1225
686,250,111,1159
687,250,111,1176
688,250,114,1183
689,250,113,1143
690,250,121,1167
691,250,109,1204
692,250,109,1147
693,250,111,1159
694,250,109,1143
695,250,110,1164
696,250,114,1200
697,250,116,1155
698,250,110,1166
699,250,105,1126
700,250,107,1147
701,250,106,1208
702,250,112,1485
703,250,107,1181
704,250,155,1234
705,250,107,1107
706,250,114,1119
707,250,106,1095
708,250,106,1113
709,250,109,1135
710,250,110,1134
711,250,116,1143
712,250,115,1168
713,250,110,1151
714,250,121,1166
715,250,109,1166
716,250,109,1158
717,250,112,1187
718,250,113,1159
719,250,112,1150
720,250,107,1159
721,250,112,1160
722,250,112,1185
723,250,117,1176
724,250,113,1152
725,250,115,1156
726,250,109,1145
727,250,108,1128
728,250,110,1136
729,250,115,1127
730,250,123,1141
731,250,112,1142
732,250,126,1161
733,250,115,1149
734,250,114,1162
735,250,111,1114
736,250,109,1173
737,250,112,1146
738,250,113,1156
739,250,111,1175
740,250,119,1184
741,250,111,1134
742,250,111,1150
743,250,114,1203
744,250,111,1154
745,250,111,1138
746,250,116,1156
747,250,109,1142
748,250,111,1237
749,250,115,1218
750,250,115,1146
751,250,112,1139
752,250,112,1148
753,250,124,1158
754,250,111,1191
755,250,110,1136
756,250,124,1142
757,250,111,1157
758,250,120,1168
759,250,107,1147
760,250,115,1174
761,250,122,1154
762,250,118,1139
763,250,113,1150
764,250,110,1146
765,250,111,1232
766,250,116,1195
767,250,117,1188
768,250,111,1161
769,250,116,1195
770,250,118,1207
771,250,111,1163
772,250,113,1135
773,250,115,1136
774,250,119,1191
775,250,115,1185
776,250,119,1171
777,250,110,1158
778,250,119,1194
779,250,118,1155
780,250,119,1203
781,250,111,1181
782,250,111,1148
783,250,115,1158
784,250,123,1207
785,250,114,1153
786,250,123,1179
787,250,118,1189
788,250,115,1184
789,250,115,1203
790,250,116,1217
791,250,117,1232
792,250,114,1181
793,250,117,1196
794,250,112,1158
795,250,114,1203
796,250,112,1176
797,250,111,1177
798,250,111,1182
799,250,114,1185
800,300,229,1710
801,300,140,948
802,300,141,888
803,300,152,904
804,300,138,881
805,300,139,906
806,300,139,924
807,300,144,926
808,300,145,932
809,300,139,913
810,300,162,1044
811,300,143,955
812,300,152,1021
813,300,145,946
814,300,161,974
815,300,147,953
816,300,158,963
817,300,150,957
818,300,159,1005
819,300,152,1009
820,300,147,932
821,300,149,929
822,300,143,883
823,300,142,902
824,300,139,909
825,300,141,928
826,300,148,992
827,300,151,939
828,300,148,942
829,300,151,908
830,300,173,1042
831,300,152,945
832,300,147,929
833,300,141,919
834,300,146,954
835,300,146,976
836,300,143,984
837,300,145,948
838,300,145,921
839,300,143,952
840,300,143,940
841,300,143,961
842,300,145,913
843,300,144,936
844,300,169,954
845,300,143,918
846,300,144,922
847,300,139,905
848,300,144,905
849,300,155,975
850,300,146,954
851,300,144,971
852,300,145,943
853,300,145,947
854,300,145,935
855,300,153,914
856,300,146,948
857,300,144,938
858,300,151,924
859,300,141,922
860,300,151,946
861,300,151,943
862,300,141,908
863,300,141,912
864,300,155,1034
865,300,144,893
866,300,149,917
867,300,145,908
868,300,141,909
869,300,143,961
870,300,144,913
871,300,144,908
872,300,151,931
873,300,149,948
874,300,144,927
875,300,139,901
876,300,141,931
877,300,150,955
878,300,141,909
879,300,143,900
880,300,142,902
881,300,143,914
882,300,148,922
883,300,151,921
884,300,146,907
885,300,143,923
886,300,148,908
887,300,139,908
888,300,146,955
889,300,145,965
890,300,144,977
891,300,147,953
892,300,150,953
893,300,143,930
894,300,145,932
895,300,157,932
896,300,143,907
897,300,139,886
898,300,137,886
899,300,168,933
900,300,150,928
901,300,137,891
902,300,138,894
903,300,140,910
904,300,142,896
905,300,148,941
906,300,142,932
907,300,191,1018
908,300,146,967
909,300,144,963
910,300,149,939
911,300,140,909
912,300,145,907
913,300,139,878
914,300,140,892
915,300,142,919
916,300,140,885
917,300,150,943
918,300,140,901
919,300,182,914
920,300,144,936
921,300,146,958
922,300,146,942
923,300,142,924
924,300,142,901
925,300,148,948
926,300,140,971
927,300,141,914
928,300,144,912
929,300,140,905
930,300,143,997
931,300,139,904
932,300,155,912
933,300,142,888
934,300,143,943
935,300,145,906
936,300,154,925
937,300,139,894
938,300,143,911
939,300,148,938
940,300,163,999
941,300,152,916
942,300,146,931
943,300,143,915
944,300,144,927
945,300,147,924
946,300,150,924
947,300,141,934
948,300,144,919
949,300,142,936
950,300,151,935
951,300,143,942
952,300,141,894
953,300,140,912
954,300,141,906
955,300,142,916
956,300,144,909
957,300,149,936
958,300,149,911
959,300,147,907
960,300,164,943
961,300,137,877
962,300,142,912
963,300,144,913
964,300,167,1009
965,300,142,929
966,300,145,967
967,300,147,917
968,300,143,900
969,300,137,885
970,300,190,919
971,300,151,905
972,300,146,921
973,300,154,915
974,300,147,943
975,300,140,891
976,300,146,911
977,300,143,915
978,300,141,915
979,300,144,1030
980,300,144,916
981,300,150,950
982,300,142,975
983,300,321,907
984,300,143,965
985,300,149,913
986,300,146,911
987,300,143,910
988,300,147,1047
989,300,140,928
990,300,140,917
991,300,143,917
992,300,143,922
993,300,143,910
994,300,150,932
995,300,139,909
996,300,143,909
997,300,141,909
998,300,141,897
999,300,144,918
1000,350,174,1138
1001,350,178,1071
1002,350,179,1090
1003,350,185,1124
1004,350,184,1195
1005,350,182,1109
1006,350,168,1106
1007,350,183,1127
1008,350,174,1125
1009,350,186,1180
1010,350,180,1165
1011,350,177,1127
1012,350,183,1131
1013,350,177,1106
1014,350,172,1074
1015,350,181,1165
1016,350,190,1177
1017,350,174,1157
1018,350,173,1095
1019,350,190,1212
1020,350,178,1162
1021,350,182,1121
1022,350,185,1178
1023,350,186,1205
1024,350,178,1116
1025,350,186,1195
1026,350,181,1100
1027,350,178,1118
1028,350,183,1127
1029,350,176,1145
1030,350,178,1123
1031,350,185,1093
1032,350,180,1150
1033,350,179,1143
1034,350,179,1159
1035,350,181,1121
1036,350,179,1116
1037,350,177,1116
1038,350,176,1098
1039,350,185,1155
1040,350,179,1099
1041,350,178,1141
1042,350,188,1114
1043,350,181,1152
1044,350,183,1110
1045,350,181,1142
1046,350,183,1119
1047,350,179,1094
1048,350,181,1149
1049,350,176,1097
1050,350,177,1112
1051,350,179,1105
1052,350,180,1110
1053,350,180,1089
1054,350,175,1086
1055,350,184,1209
1056,350,186,1130
1057,350,184,1134
1058,350,182,1219
1059,350,179,1136
1060,350,185,1158
1061,350,183,1103
1062,350,179,1092
1063,350,180,1178
1064,350,179,1154
1065,350,178,1145
1066,350,182,1116
1067,350,179,1139
1068,350,179,1157
1069,350,177,1133
1070,350,176,1095
1071,350,198,1183
1072,350,182,1143
1073,350,180,1132
1074,350,181,1110
1075,350,181,1117
1076,350,180,1170
1077,350,181,1133
1078,350,181,1151
1079,350,172,1073
1080,350,201,1104
1081,350,179,1113
1082,350,187,1133
1083,350,181,1109
1084,350,180,1107
1085,350,168,1047
1086,350,177,1093
1087,350,210,1151
1088,350,179,1127
1089,350,179,1143
1090,350,175,1075
1091,350,175,1081
1092,350,181,1154
1093,350,175,1082
1094,350,184,1138
1095,350,178,1130
1096,350,180,1103
1097,350,179,1114
1098,350,179,1114
1099,350,185,1130
1100,350,173,1114
1101,350,171,1090
1102,350,172,1078
1103,350,183,1137
1104,350,174,1076
1105,350,179,1082
1106,350,181,1066
1107,350,177,1092
1108,350,179,1157
1109,350,181,1124
1110,350,184,1111
1111,350,176,1138
1112,350,179,1121
1113,350,177,1128
1114,350,194,1115
1115,350,176,1095
1116,350,180,1087
1117,350,182,1151
1118,350,181,1093
1119,350,184,1122
1120,350,177,1115
1121,350,183,1112
1122,350,177,1110
1123,350,176,1077
1124,350,182,1096
1125,350,187,1087
1126,350,191,1332
1127,350,212,1203
1128,350,182,1148
1129,350,184,1123
1130,350,181,1122
1131,350,185,1133
1132,350,179,1094
1133,350,185,1158
1134,350,182,1108
1135,350,184,1135
1136,350,175,1093
1137,350,178,1095
1138,350,183,1105
1139,350,188,1123
1140,350,180,1142
1141,350,178,1130
1142,350,179,1127
1143,350,179,1116
1144,350,188,1135
1145,350,195,1172
1146,350,181,1152
1147,350,191,1168
1148,350,187,1160
1149,350,179,1118
1150,350,176,1121
1151,350,184,1159
1152,350,182,1124
1153,350,182,1144
1154,350,177,1104
1155,350,212,1128
1156,350,181,1111
1157,350,175,1107
1158,350,179,1262
1159,350,180,1102
1160,350,182,1145
1161,350,197,1133
1162,350,180,1153
1163,350,183,1157
1164,350,180,1116
1165,350,179,1135
1166,350,179,1136
1167,350,177,1128
1168,350,198,1125
1169,350,182,1106
1170,350,189,1150
1171,350,196,1251
1172,350,184,1144
1173,350,178,1098
1174,350,185,1139
1175,350,176,1097
1176,350,174,1076
1177,350,177,1104
1178,350,183,1148
1179,350,178,1110
1180,350,185,1137
1181,350,180,1113
1182,350,184,1142
1183,350,185,1161
1184,350,207,1171
1185,350,187,1192
1186,350,189,1149
1187,350,183,1199
1188,350,178,1109
1189,350,191,1134
1190,350,177,1144
1191,350,189,1096
1192,350,186,1186
1193,350,178,1100
1194,350,183,1110
1195,350,182,1126
1196,350,182,1124
1197,350,191,1201
1198,350,184,1118
1199,350,186,1127
1200,400,221,1333
1201,400,221,1317
1202,400,214,1274
1203,400,239,1301
1204,400,219,1359
1205,400,235,1324
1206,400,218,1318
1207,400,242,1335
1208,400,222,1296
1209,400,218,1281
1210,400,218,1327
1211,400,217,1363
1212,400,216,1310
1213,400,215,1307
1214,400,225,1338
1215,400,219,1337
1216,400,217,1324
1217,400,224,1333
1218,400,217,1314
1219,400,215,1293
1220,400,218,1301
1221,400,214,1308
1222,400,223,1340
1223,400,218,1329
1224,400,222,1329
1225,400,216,1310
1226,400,219,1316
1227,400,224,1372
1228,400,231,1388
1229,400,217,1312
1230,400,220,1390
1231,400,215,1308
1232,400,219,1353
1233,400,220,1366
1234,400,219,1334
1235,400,225,1351
1236,400,222,1354
1237,400,225,1434
1238,400,247,1350
1239,400,217,1326
1240,400,210,1311
1241,400,219,1340
1242,400,233,1308
1243,400,224,1334
1244,400,233,1365
1245,400,219,1322
1246,400,268,1373
1247,400,215,1312
1248,400,219,1319
1249,400,215,1297
1250,400,221,1337
1251,400,228,1383
1252,400,212,1295
1253,400,210,1290
1254,400,216,1324
1255,400,229,1343
1256,400,226,1335
1257,400,221,1351
1258,400,218,1374
1259,400,220,1340
1260,400,220,1383
1261,400,215,1285
1262,400,224,1368
1263,400,221,1374
1264,400,222,1373
1265,400,222,1336
1266,400,216,1318
1267,400,238,1337
1268,400,216,1328
1269,400,219,1329
1270,400,231,1362
1271,400,217,1313
1272,400,227,1326
1273,400,220,1324
1274,400,236,1356
1275,400,223,1301
1276,400,224,1350
1277,400,223,1332
1278,400,222,1342
1279,400,238,1357
1280,400,217,1336
1281,400,219,1397
1282,400,218,1343
1283,400,213,1315
1284,400,232,1318
1285,400,224,1352
1286,400,224,1352
1287,400,215,1325
1288,400,239,1403
1289,400,220,1311
1290,400,230,1411
1291,400,234,1335
1292,400,222,1353
1293,400,219,1323
1294,400,219,1312
1295,400,217,1331
1296,400,222,1345
1297,400,221,1321
1298,400,215,1316
1299,400,225,1342
1300,400,213,1261
1301,400,214,1308
1302,400,216,1300
1303,400,227,1385
1304,400,222,1360
1305,400,223,1298
1306,400,227,1344
1307,400,225,1340
1308,400,228,1350
1309,400,231,1394
1310,400,229,1410
1311,400,230,1346
1312,400,218,1333
1313,400,227,1340
1314,400,224,1352
1315,400,215,1403
1316,400,229,1331
1317,400,226,1367
1318,400,230,1368
1319,400,233,1320
1320,400,220,1321
1321,400,224,1326
1322,400,226,1351
1323,400,220,1340
1324,400,220,1334
1325,400,223,1354
1326,400,219,1318
1327,400,216,1311
1328,400,218,1318
1329,400,232,1384
1330,400,218,1321
1331,400,227,1313
1332,400,222,1346
1333,400,222,1347
1334,400,219,1323
1335,400,216,1303
1336,400,220,1359
1337,400,220,1349
1338,400,214,1316
1339,400,219,1332
1340,400,223,1337
1341,400,221,1337
1342,400,223,1341
1343,400,226,1426
1344,400,221,1323
1345,400,216,1312
1346,400,236,1372
1347,400,222,1337
1348,400,232,1380
1349,400,217,1316
1350,400,287,1333
1351,400,218,1313
1352,400,222,1368
1353,400,228,1328
1354,400,213,1291
1355,400,225,1376
1356,400,217,1302
1357,400,219,1338
1358,400,220,1328
1359,400,223,1342
1360,400,213,1307
1361,400,220,1323
1362,400,228,1319
1363,400,223,1346
1364,400,223,1332
1365,400,219,1334
1366,400,225,1315
1367,400,222,1333
1368,400,224,1339
1369,400,225,1357
1370,400,218,1323
1371,400,220,1326
1372,400,221,1330
1373,400,238,1316
1374,400,224,1348
1375,400,222,1339
1376,400,236,1356
1377,400,224,1368
1378,400,223,1328
1379,400,224,1360
1380,400,224,1326
1381,400,237,1350
1382,400,223,1340
1383,400,242,1315
1384,400,216,1324
1385,400,228,1335
1386,400,221,1361
1387,400,224,1364
1388,400,225,1351
1389,400,220,1355
1390,400,221,1358
1391,400,225,1358
1392,400,223,1341
1393,400,226,1372
1394,400,223,1337
1395,400,227,1358
1396,400,222,1314
1397,400,224,1386
1398,400,227,1360
1399,400,218,1320
1400,450,257,1560
1401,450,276,1708
1402,450,276,1556
1403,450,256,1548
1404,450,261,1546
1405,450,273,1663
1406,450,266,1597
1407,450,265,1614
1408,450,275,1971
1409,450,268,1606
1410,450,265,1573
1411,450,264,1605
1412,450,267,1637
1413,450,265,1576
1414,450,264,1592
1415,450,276,1640
1416,450,266,1585
1417,450,268,1673
1418,450,275,1647
1419,450,272,1645
1420,450,263,1632
1421,450,282,1635
1422,450,263,1630
1423,450,265,1550
1424,450,267,1630
1425,450,266,1601
1426,450,271,1565
1427,450,265,1641
1428,450,274,1698
1429,450,261,1607
1430,450,267,1610
1431,450,262,1607
1432,450,270,1616
1433,450,255,1556
1434,450,266,1718
1435,450,263,1655
1436,450,271,1683
1437,450,269,1636
1438,450,264,1609
1439,450,262,1590
1440,450,269,1566
1441,450,276,1549
1442,450,269,1609
1443,450,268,1706
1444,450,272,1585
1445,450,281,1593
1446,450,254,1527
1447,450,259,1610
1448,450,273,1579
1449,450,260,1571
1450,450,259,1574
1451,450,274,1630
1452,450,268,1726
1453,450,266,1602
1454,450,260,1591
1455,450,265,1601
1456,450,264,1526
1457,450,304,1704
1458,450,263,1603
1459,450,260,1603
1460,450,251,1529
1461,450,267,1608
1462,450,263,1586
1463,450,265,1574
1464,450,275,1631
1465,450,265,1614
1466,450,270,1784
1467,450,269,1630
1468,450,263,1591
1469,450,267,1582
1470,450,261,1569
1471,450,255,1559
1472,450,258,1574
1473,450,268,1594
1474,450,260,1578
1475,450,279,1764
1476,450,261,1602
1477,450,262,1552
1478,450,268,1616
1479,450,261,1601
1480,450,263,1619
1481,450,266,1616
1482,450,269,1623
1483,450,262,1602
1484,450,280,1586
1485,450,266,1583
1486,450,258,1611
1487,450,277,1632
1488,450,268,1599
1489,450,273,1555
1490,450,272,1601
1491,450,253,1578
1492,450,265,1613
1493,450,267,1630
1494,450,272,1655
1495,450,274,1642
1496,450,269,1611
1497,450,265,1593
1498,450,264,1613
1499,450,264,1636
1500,450,313,2225
1501,450,271,1554
1502,450,272,1530
1503,450,280,1574
1504,450,261,1570
1505,450,269,1651
1506,450,268,1610
1507,450,294,1612
1508,450,283,1624
1509,450,269,1575
1510,450,268,1564
1511,450,268,1652
1512,450,269,1597
1513,450,276,1623
1514,450,270,1775
1515,450,275,1630
1516,450,275,1595
1517,450,263,1534
1518,450,259,1598
1519,450,259,1582
1520,450,279,1610
1521,450,267,1718
1522,450,265,1583
1523,450,265,1584
1524,450,265,1582
1525,450,267,1583
1526,450,260,1581
1527,450,260,1620
1528,450,270,1634
1529,450,263,1552
1530,450,276,1617
1531,450,264,1538
1532,450,265,1549
1533,450,267,1541
1534,450,258,1579
1535,450,270,1574
1536,450,266,1598
1537,450,264,1588
1538,450,260,1587
1539,450,260,1587
1540,450,273,1623
1541,450,293,1678
1542,450,272,1593
1543,450,261,1606
1544,450,263,1544
1545,450,281,1691
1546,450,265,1527
1547,450,255,1562
1548,450,262,1593
1549,450,269,1588
1550,450,277,1690
1551,450,261,1602
1552,450,262,1595
1553,450,254,1553
1554,450,263,1562
1555,450,260,1539
1556,450,257,1588
1557,450,258,1567
1558,450,262,1526
1559,450,261,1564
1560,450,259,1567
1561,450,259,1588
1562,450,255,1576
1563,450,256,1598
1564,450,273,1551
1565,450,251,1594
1566,450,267,1559
1567,450,263,1602
1568,450,266,1594
1569,450,265,1538
