N_Teste,N_Vertices,Tempo_Dijkstra_micros,Tempo_BMSSP_micros
1570,450,270,1637
1571,450,265,1556
1572,450,260,1585
1573,450,255,1573
1574,450,275,1567
1575,450,260,1555
1576,450,256,1573
1577,450,271,1622
1578,450,266,1578
1579,450,260,1584
1580,450,280,1554
1581,450,285,1597
1582,450,262,1567
1583,450,268,1601
1584,450,263,1571
1585,450,289,1634
1586,450,258,1511
1587,450,255,1692
1588,450,260,1589
1589,450,260,1594
1590,450,262,1567
1591,450,296,1817
1592,450,270,1597
1593,450,264,1562
1594,450,262,1589
1595,450,251,1525
1596,450,250,1590
1597,450,261,1571
1598,450,273,1556
1599,450,272,1575
1600,500,305,1785
1601,500,306,1859
1602,500,374,2139
1603,500,302,1744
1604,500,310,1755
1605,500,309,1774
1606,500,307,1812
1607,500,317,1797
1608,500,315,1821
1609,500,360,1818
1610,500,303,1815
1611,500,319,1776
1612,500,321,1893
1613,500,314,1829
1614,500,298,1739
1615,500,305,1746
1616,500,308,1815
1617,500,304,1896
1618,500,324,1802
1619,500,308,1804
1620,500,305,1764
1621,500,339,1828
1622,500,308,1774
1623,500,302,1797
1624,500,302,1808
1625,500,307,1805
1626,500,304,1783
1627,500,307,1829
1628,500,317,1830
1629,500,318,1833
1630,500,315,1786
1631,500,312,1839
1632,500,301,1794
1633,500,306,1808
1634,500,313,1809
1635,500,302,1779
1636,500,309,1797
1637,500,306,1785
1638,500,337,1805
1639,500,312,1809
1640,500,324,1828
1641,500,307,1788
1642,500,301,1758
1643,500,315,1803
1644,500,306,1801
1645,500,309,1784
1646,500,308,1804
1647,500,308,1801
1648,500,322,1798
1649,500,344,1910
1650,500,306,1827
1651,500,315,1791
1652,500,305,1857
1653,500,307,1810
1654,500,311,1830
1655,500,315,1973
1656,500,304,1816
1657,500,318,1832
1658,500,304,1773
1659,500,315,1872
1660,500,311,1824
1661,500,313,1912
1662,500,319,1822
1663,500,345,1930
1664,500,306,1821
1665,500,307,1808
1666,500,306,1818
1667,500,310,1848
1668,500,317,1838
1669,500,338,1950
1670,500,313,1820
1671,500,325,1843
1672,500,310,1808
1673,500,310,1767
1674,500,306,1760
1675,500,306,1833
1676,500,305,1818
1677,500,308,1821
1678,500,307,1791
1679,500,324,1842
1680,500,315,1756
1681,500,305,1837
1682,500,305,1782
1683,500,308,1821
1684,500,304,1782
1685,500,316,1783
1686,500,320,1787
1687,500,306,1812
1688,500,311,1814
1689,500,309,1816
1690,500,310,1886
1691,500,323,1834
1692,500,311,1786
1693,500,317,1783
1694,500,301,1760
1695,500,298,1714
1696,500,337,1744
1697,500,303,1742
1698,500,297,1732
1699,500,317,1708
1700,500,303,1718
1701,500,316,1708
1702,500,302,1809
1703,500,296,1725
1704,500,304,1712
1705,500,317,1753
1706,500,299,1733
1707,500,299,1739
1708,500,285,1650
1709,500,289,1689
1710,500,288,1695
1711,500,283,1732
1712,500,288,1699
1713,500,305,1729
1714,500,334,1689
1715,500,297,1681
1716,500,298,1710
1717,500,306,1720
1718,500,287,1679
1719,500,297,1726
1720,500,292,1697
1721,500,288,1674
1722,500,292,1701
1723,500,291,1707
1724,500,343,1710
1725,500,299,1698
1726,500,338,1714
1727,500,290,1726
1728,500,301,1695
1729,500,300,1698
1730,500,309,1726
1731,500,294,1696
1732,500,331,1686
1733,500,296,1711
1734,500,293,1709
1735,500,293,1708
1736,500,291,1719
1737,500,300,1783
1738,500,295,1708
1739,500,291,1700
1740,500,300,1739
1741,500,297,1740
1742,500,290,1723
1743,500,309,1696
1744,500,306,1763
1745,500,300,1712
1746,500,294,1684
1747,500,314,1704
1748,500,291,1694
1749,500,295,1715
1750,500,291,1675
1751,500,299,1834
1752,500,305,1724
1753,500,385,1717
1754,500,294,1713
1755,500,290,1690
1756,500,334,1817
1757,500,296,1717
1758,500,320,1713
1759,500,293,1653
1760,500,302,1706
1761,500,296,1712
1762,500,307,1705
1763,500,287,1698
1764,500,294,1707
1765,500,346,1678
1766,500,288,1666
1767,500,301,1710
1768,500,282,1656
1769,500,295,1737
1770,500,292,1704
1771,500,295,1740
1772,500,291,1712
1773,500,302,1745
1774,500,292,1647
1775,500,298,1759
1776,500,289,1689
1777,500,293,1717
1778,500,298,1725
1779,500,293,1713
1780,500,301,1701
1781,500,290,1761
1782,500,310,1736
1783,500,305,1755
1784,500,298,1740
1785,500,303,1708
1786,500,303,1749
1787,500,303,1763
1788,500,315,1712
1789,500,313,1799
1790,500,290,1706
1791,500,310,1746
1792,500,299,1762
1793,500,296,1785
1794,500,291,1713
1795,500,347,1746
1796,500,288,1685
1797,500,291,1676
1798,500,291,1692
1799,500,298,1738
1800,550,348,1982
1801,550,338,1937
1802,550,340,1944
1803,550,334,1964
1804,550,389,1945
1805,550,336,1946
1806,550,337,1944
1807,550,336,1917
1808,550,331,1936
1809,550,338,2020
1810,550,338,1958
1811,550,328,1868
1812,550,337,1922
1813,550,344,1934
1814,550,334,1915
1815,550,354,1936
1816,550,347,1987
1817,550,346,1926
1818,550,342,1967
1819,550,336,1952
1820,550,353,1926
1821,550,341,1952
1822,550,355,1956
1823,550,344,1940
1824,550,338,1938
1825,550,330,1901
1826,550,334,1938
1827,550,345,1917
1828,550,354,1882
1829,550,336,1932
1830,550,365,1965
1831,550,331,2000
1832,550,331,1898
1833,550,333,1927
1834,550,333,1914
1835,550,367,2026
1836,550,337,1953
1837,550,340,1994
1838,550,339,1980
1839,550,342,1933
1840,550,346,1951
1841,550,345,1915
1842,550,340,1964
1843,550,330,1921
1844,550,343,1936
1845,550,338,1948
1846,550,352,1962
1847,550,337,1978
1848,550,339,1894
1849,550,340,1920
1850,550,339,1949
1851,550,334,1906
1852,550,342,1918
1853,550,325,1915
1854,550,338,2013
1855,550,332,1900
1856,550,337,1935
1857,550,394,1915
1858,550,332,1902
1859,550,341,1944
1860,550,335,1924
1861,550,330,1934
1862,550,337,1897
1863,550,335,1931
1864,550,348,1913
1865,550,334,1909
1866,550,337,1909
1867,550,361,2043
1868,550,345,2043
1869,550,342,1973
1870,550,348,1943
1871,550,337,1918
1872,550,339,1981
1873,550,376,1950
1874,550,344,1954
1875,550,347,1970
1876,550,333,1937
1877,550,337,1941
1878,550,340,1896
1879,550,334,1902
1880,550,333,1896
1881,550,343,1907
1882,550,338,1898
1883,550,338,1990
1884,550,340,1946
1885,550,345,2059
1886,550,373,1941
1887,550,351,2058
1888,550,330,1886
1889,550,345,1988
1890,550,336,1936
1891,550,338,1903
1892,550,338,1946
1893,550,473,2304
1894,550,344,1982
1895,550,343,1965
1896,550,343,1916
1897,550,339,1958
1898,550,345,1960
1899,550,361,1907
1900,550,326,1841
1901,550,337,1938
1902,550,475,1939
1903,550,344,1950
1904,550,332,1874
1905,550,338,1937
1906,550,339,1905
1907,550,346,1994
1908,550,348,1967
1909,550,369,1914
1910,550,345,1908
1911,550,342,1920
1912,550,338,1939
1913,550,342,2000
1914,550,354,1960
1915,550,337,1908
1916,550,339,1917
1917,550,338,1918
1918,550,341,1936
1919,550,337,1933
1920,550,369,2000
1921,550,353,1887
1922,550,333,1873
1923,550,342,1948
1924,550,338,1952
1925,550,337,1910
1926,550,337,1949
1927,550,333,1896
1928,550,337,1904
1929,550,338,1912
1930,550,341,1980
1931,550,341,1942
1932,550,337,1931
1933,550,369,1917
1934,550,333,1907
1935,550,348,1925
1936,550,327,1880
1937,550,330,1891
1938,550,338,1981
1939,550,339,1877
1940,550,352,1892
1941,550,348,1964
1942,550,339,1921
1943,550,343,1908
1944,550,339,1928
1945,550,370,1949
1946,550,330,1916
1947,550,349,1881
1948,550,346,1954
1949,550,343,1933
1950,550,328,1895
1951,550,330,1892
1952,550,355,1934
1953,550,341,1928
1954,550,340,1893
1955,550,344,1973
1956,550,352,1983
1957,550,346,2011
1958,550,346,1957
1959,550,342,1895
1960,550,338,1925
1961,550,342,1879
1962,550,335,1909
1963,550,342,1998
1964,550,346,1944
1965,550,341,1901
1966,550,332,1890
1967,550,335,1936
1968,550,333,1899
1969,550,342,1923
1970,550,332,1947
1971,550,334,1922
1972,550,335,1951
1973,550,341,1913
1974,550,327,1874
1975,550,333,1865
1976,550,340,1902
1977,550,334,1904
1978,550,327,1867
1979,550,339,1899
1980,550,340,1928
1981,550,353,1905
1982,550,333,1940
1983,550,337,1898
1984,550,349,1939
1985,550,336,1906
1986,550,343,1941
1987,550,327,1928
1988,550,336,1958
1989,550,338,1915
1990,550,343,1897
1991,550,342,1922
1992,550,347,1940
1993,550,352,1941
1994,550,341,1988
1995,550,340,1925
1996,550,382,1967
1997,550,338,1960
1998,550,338,1912
1999,550,340,1932
2000,600,380,2130
2001,600,390,2228
2002,600,402,2212
2003,600,381,2133
2004,600,384,2132
2005,600,381,2106
2006,600,386,2165
2007,600,401,2145
2008,600,385,2186
2009,600,380,2155
2010,600,386,2163
2011,600,387,2152
2012,600,384,2148
2013,600,382,2161
2014,600,384,2167
2015,600,381,2143
2016,600,386,2201
2017,600,392,2237
2018,600,381,2212
2019,600,390,2265
2020,600,390,2219
2021,600,410,2150
2022,600,386,2128
2023,600,394,2118
2024,600,382,2168
2025,600,389,2155
2026,600,396,2153
2027,600,395,2160
2028,600,383,2123
2029,600,379,2138
2030,600,381,2182
2031,600,389,2217
2032,600,404,2273
2033,600,403,2200
2034,600,375,2184
2035,600,383,2134
2036,600,378,2136
2037,600,380,2114
2038,600,377,2188
2039,600,384,2221
2040,600,394,2189
2041,600,394,2137
2042,600,414,2173
2043,600,389,2127
2044,600,390,2281
2045,600,404,2338
2046,600,382,2175
2047,600,388,2177
2048,600,389,2160
2049,600,379,2183
2050,600,394,2168
2051,600,386,2135
2052,600,387,2152
2053,600,390,2164
2054,600,398,2133
2055,600,390,2216
2056,600,392,2128
2057,600,394,2156
2058,600,384,2152
2059,600,380,2111
2060,600,388,2179
2061,600,379,2110
2062,600,377,2151
2063,600,387,2132
2064,600,383,2152
2065,600,377,2162
2066,600,385,2228
2067,600,381,2146
2068,600,382,2136
2069,600,385,2222
2070,600,396,2166
2071,600,380,2112
2072,600,381,2230
2073,600,378,2138
2074,600,392,2200
2075,600,388,2157
2076,600,385,2185
2077,600,387,2145
2078,600,378,2148
2079,600,432,2219
2080,600,380,2118
2081,600,390,2201
2082,600,391,2205
2083,600,397,2179
2084,600,382,2126
2085,600,386,2145
2086,600,382,2131
2087,600,375,2117
2088,600,386,2126
2089,600,382,2172
2090,600,385,2150
2091,600,383,2127
2092,600,381,2112
2093,600,385,2114
2094,600,392,2166
2095,600,393,2160
2096,600,386,2130
2097,600,483,2354
2098,600,398,2253
2099,600,405,2332
2100,600,383,2168
2101,600,386,2234
2102,600,398,2221
2103,600,383,2199
2104,600,383,2126
2105,600,388,2169
2106,600,388,2199
2107,600,387,2157
2108,600,394,2149
2109,600,392,2241
2110,600,379,2130
2111,600,387,2199
2112,600,381,2125
2113,600,383,2183
2114,600,393,2203
2115,600,381,2209
2116,600,441,2096
2117,600,385,2189
2118,600,447,2124
2119,600,380,2169
2120,600,384,2129
2121,600,382,2114
2122,600,378,2159
2123,600,386,2178
2124,600,386,2167
2125,600,385,2156
2126,600,382,2186
2127,600,385,2196
2128,600,383,2159
2129,600,378,2163
2130,600,377,2096
2131,600,406,2151
2132,600,383,2218
2133,600,378,2160
2134,600,393,2154
2135,600,392,2169
2136,600,387,2184
2137,600,382,2171
2138,600,378,2107
2139,600,387,2183
2140,600,377,2131
2141,600,391,2130
2142,600,392,2158
2143,600,395,2158
2144,600,379,2213
2145,600,383,2190
2146,600,387,2118
2147,600,384,2156
2148,600,381,2166
2149,600,386,2200
2150,600,398,2239
2151,600,393,2146
2152,600,382,2167
2153,600,386,2158
2154,600,381,2147
2155,600,405,2251
2156,600,386,2195
2157,600,381,2160
2158,600,381,2128
2159,600,391,2188
2160,600,384,2110
2161,600,386,2157
2162,600,378,2145
2163,600,394,2120
2164,600,383,2137
2165,600,385,2161
2166,600,387,2179
2167,600,395,2219
2168,600,385,2158
2169,600,391,2209
2170,600,393,2186
2171,600,398,2161
2172,600,416,2144
2173,600,396,2170
2174,600,382,2129
2175,600,397,2141
2176,600,390,2231
2177,600,383,2170
2178,600,381,2143
2179,600,378,2138
2180,600,387,2132
2181,600,380,2172
2182,600,379,2153
2183,600,388,2165
2184,600,380,2121
2185,600,387,2162
2186,600,398,2212
2187,600,385,2156
2188,600,387,2176
2189,600,390,2140
2190,600,384,2150
2191,600,388,2116
2192,600,382,2121
2193,600,381,2136
2194,600,394,2151
2195,600,387,2170
2196,600,405,2146
2197,600,388,2133
2198,600,423,2269
2199,600,389,2233
2200,650,444,2490
2201,650,444,2567
2202,650,445,2603
2203,650,443,2446
2204,650,446,2443
2205,650,439,2493
2206,650,451,2507
2207,650,448,2476
2208,650,437,2490
2209,650,430,2416
2210,650,439,2493
2211,650,443,2459
2212,650,439,2465
2213,650,439,2415
2214,650,439,2470
2215,650,438,2426
2216,650,455,2428
2217,650,440,2463
2218,650,452,2444
2219,650,440,2563
2220,650,447,2506
2221,650,431,2416
2222,650,447,2634
2223,650,429,2473
2224,650,442,2477
2225,650,431,2419
2226,650,475,2581
2227,650,440,2443
2228,650,424,2436
2229,650,435,2442
2230,650,441,2482
2231,650,444,2516
2232,650,426,2382
2233,650,430,2482
2234,650,436,2413
2235,650,436,2394
2236,650,427,2400
2237,650,439,2472
2238,650,441,2467
2239,650,445,2445
2240,650,446,2469
2241,650,438,2565
2242,650,469,2494
2243,650,435,2418
2244,650,438,2495
2245,650,442,2422
2246,650,451,2467
2247,650,458,2541
2248,650,434,2436
2249,650,444,2460
2250,650,447,2477
2251,650,445,2484
2252,650,440,2414
2253,650,449,2536
2254,650,518,2486
2255,650,439,2531
2256,650,436,2395
2257,650,456,2490
2258,650,462,2436
2259,650,438,2450
2260,650,431,2362
2261,650,456,2467
2262,650,432,2474
2263,650,442,2475
2264,650,434,2422
2265,650,442,2448
2266,650,489,2454
2267,650,439,2432
2268,650,446,2406
2269,650,440,2428
2270,650,440,2522
2271,650,439,2510
2272,650,448,2488
2273,650,437,2406
2274,650,447,2542
2275,650,444,2472
2276,650,446,2536
2277,650,439,2471
2278,650,451,2609
2279,650,435,2420
2280,650,435,2484
2281,650,435,2423
2282,650,443,2450
2283,650,440,2494
2284,650,454,2459
2285,650,436,2417
2286,650,439,2443
2287,650,438,2512
2288,650,432,2430
2289,650,444,2552
2290,650,436,2403
2291,650,442,2457
2292,650,429,2353
2293,650,440,2473
2294,650,437,2406
2295,650,437,2442
2296,650,446,2435
2297,650,459,2478
2298,650,437,2412
2299,650,454,2476
2300,650,419,2358
2301,650,428,2451
2302,650,450,2485
2303,650,439,2429
2304,650,444,2567
2305,650,451,2462
2306,650,438,2366
2307,650,432,2469
2308,650,433,2397
2309,650,441,2418
2310,650,479,2534
2311,650,443,2497
2312,650,444,2497
2313,650,450,2421
2314,650,438,2494
2315,650,442,2468
2316,650,438,2482
2317,650,434,2512
2318,650,456,2467
2319,650,443,2464
2320,650,435,2420
2321,650,471,2398
2322,650,443,2535
2323,650,443,2451
2324,650,429,2451
2325,650,432,2435
2326,650,443,2530
2327,650,438,2498
2328,650,435,2485
2329,650,434,2418
2330,650,432,2444
2331,650,436,2450
2332,650,443,2436
2333,650,431,2393
2334,650,477,2382
2335,650,439,2444
2336,650,443,2507
2337,650,453,2452
2338,650,472,2515
2339,650,438,2448
2340,650,439,2435
2341,650,443,2494
2342,650,436,2468
2343,650,436,2482
2344,650,433,2405
2345,650,436,2437
2346,650,467,2459
2347,650,437,2387
2348,650,436,2474
2349,650,431,2384
2350,650,452,2542
2351,650,434,2473
2352,650,432,2456
2353,650,451,2498
2354,650,436,2542
2355,650,447,2476
2356,650,430,2403
2357,650,435,2423
2358,650,435,2525
2359,650,437,2432
2360,650,464,2518
2361,650,437,2386
2362,650,430,2370
2363,650,443,2440
2364,650,446,2491
2365,650,440,2394
2366,650,430,2397
2367,650,447,2488
2368,650,438,2452
2369,650,428,2427
2370,650,439,2434
2371,650,439,2443
2372,650,436,2457
2373,650,488,2922
2374,650,454,2416
2375,650,463,2567
2376,650,453,2528
2377,650,444,2517
2378,650,450,2623
2379,650,443,2459
2380,650,445,2463
2381,650,446,2655
2382,650,447,2476
2383,650,436,2565
2384,650,437,2436
2385,650,435,2467
2386,650,435,2408
2387,650,443,2482
2388,650,441,2573
2389,650,441,2531
2390,650,489,2665
2391,650,439,2473
2392,650,452,2489
2393,650,447,2509
2394,650,442,2438
2395,650,444,2540
2396,650,444,2498
2397,650,435,2424
2398,650,455,2515
2399,650,438,2420
2400,700,501,2743
2401,700,499,2734
2402,700,487,2735
2403,700,481,2673
2404,700,495,2651
2405,700,491,2681
2406,700,523,3000
2407,700,499,2678
2408,700,490,2687
2409,700,497,2743
2410,700,490,2647
2411,700,494,2714
2412,700,489,2659
2413,700,491,2679
2414,700,494,2714
2415,700,493,2743
2416,700,497,2653
2417,700,492,2716
2418,700,498,2664
2419,700,485,2657
2420,700,496,2780
2421,700,490,2751
2422,700,493,2723
2423,700,483,2634
2424,700,484,2673
2425,700,486,2786
2426,700,504,2714
2427,700,492,2681
2428,700,496,2718
2429,700,485,2688
2430,700,502,2777
2431,700,496,2814
2432,700,483,2675
2433,700,497,2740
2434,700,486,2638
2435,700,504,2753
2436,700,491,2663
2437,700,482,2725
2438,700,500,2682
2439,700,491,2650
2440,700,521,2712
2441,700,524,2703
2442,700,494,2732
2443,700,509,2869
2444,700,496,2748
2445,700,496,2782
2446,700,521,2707
2447,700,491,2716
2448,700,499,2701
2449,700,474,2614
2450,700,487,2686
2451,700,486,2671
2452,700,499,2702
2453,700,493,2692
2454,700,481,2649
2455,700,497,2705
2456,700,509,2715
2457,700,494,2666
2458,700,544,2729
2459,700,499,2661
2460,700,496,2694
2461,700,503,2732
2462,700,493,2715
2463,700,502,2704
2464,700,478,2631
2465,700,497,2751
2466,700,488,2705
2467,700,485,2772
2468,700,492,2705
2469,700,531,2690
2470,700,490,2651
2471,700,492,2668
2472,700,490,2691
2473,700,480,2644
2474,700,498,2749
2475,700,490,2676
2476,700,521,2647
2477,700,494,2728
2478,700,499,2670
2479,700,482,2673
2480,700,477,2636
2481,700,488,2681
2482,700,477,2681
2483,700,492,2694
2484,700,489,2616
2485,700,489,2709
2486,700,518,2744
2487,700,489,2722
2488,700,499,2801
2489,700,490,2674
2490,700,520,2745
2491,700,498,2724
2492,700,499,2705
2493,700,486,2697
2494,700,495,2752
2495,700,486,2683
2496,700,490,2673
2497,700,481,2670
2498,700,489,2669
2499,700,496,2733
2500,700,478,2699
2501,700,484,2696
2502,700,493,2687
2503,700,482,2688
2504,700,500,2713
2505,700,513,2681
2506,700,480,2630
2507,700,501,2700
2508,700,486,2701
2509,700,500,2695
2510,700,495,2686
2511,700,485,2727
2512,700,519,2801
2513,700,507,2744
2514,700,496,2696
2515,700,491,2667
2516,700,495,2718
2517,700,507,2695
2518,700,492,2728
2519,700,492,2682
2520,700,500,2760
2521,700,490,2685
2522,700,550,2721
2523,700,486,2664
2524,700,581,2762
2525,700,485,2680
2526,700,562,2669
2527,700,491,2651
2528,700,492,2652
2529,700,488,2633
2530,700,508,2718
2531,700,496,2712
2532,700,511,2708
2533,700,489,2706
2534,700,497,2720
2535,700,501,2745
2536,700,503,2794
2537,700,517,2763
2538,700,508,2716
2539,700,491,2689
2540,700,487,2667
2541,700,502,2694
2542,700,489,2714
2543,700,502,2691
2544,700,489,2692
2545,700,488,2684
2546,700,487,2708
2547,700,502,2750
2548,700,486,2646
2549,700,493,2707
2550,700,490,2683
2551,700,503,2758
2552,700,507,2725
2553,700,494,2682
2554,700,517,2782
2555,700,494,2747
2556,700,492,2806
2557,700,500,2729
2558,700,501,2693
2559,700,489,2717
2560,700,492,2658
2561,700,493,2727
2562,700,492,2691
2563,700,502,2765
2564,700,488,2647
2565,700,495,2654
2566,700,490,2714
2567,700,487,2671
2568,700,485,2664
2569,700,562,2702
2570,700,492,2662
2571,700,502,2732
2572,700,499,2722
2573,700,498,2767
2574,700,489,2696
2575,700,502,2668
2576,700,493,2684
2577,700,499,2736
2578,700,496,2643
2579,700,476,2751
2580,700,488,2724
2581,700,508,2725
2582,700,491,2652
2583,700,495,2784
2584,700,498,2697
2585,700,489,2730
2586,700,492,2758
2587,700,492,2741
2588,700,482,2696
2589,700,497,2757
2590,700,493,2713
2591,700,508,2836
2592,700,492,2681
2593,700,563,2740
2594,700,509,2787
2595,700,529,2693
2596,700,495,2655
2597,700,500,2778
2598,700,502,2725
2599,700,516,2781
2600,750,565,3071
2601,750,578,3005
2602,750,561,2966
2603,750,561,2981
2604,750,560,2938
2605,750,552,3017
2606,750,558,3032
2607,750,541,2859
2608,750,553,2999
2609,750,565,2974
2610,750,542,2953
2611,750,543,3003
2612,750,569,3011
2613,750,558,3056
2614,750,556,2960
2615,750,541,2931
2616,750,539,2930
2617,750,542,2937
2618,750,540,2880
2619,750,577,2851
2620,750,543,2930
2621,750,545,2925
2622,750,541,2928
2623,750,544,2892
2624,750,552,2982
2625,750,539,2924
2626,750,552,3056
2627,750,593,3018
2628,750,549,2951
2629,750,554,2934
2630,750,555,2923
2631,750,551,2937
2632,750,542,2967
2633,750,543,2922
2634,750,538,3015
2635,750,548,2912
2636,750,553,2893
2637,750,544,2943
2638,750,544,2888
2639,750,549,2941
2640,750,555,3118
2641,750,556,3038
2642,750,552,2998
2643,750,565,2966
2644,750,551,3030
2645,750,563,3079
2646,750,577,3089
2647,750,549,2989
2648,750,547,2959
2649,750,559,3043
2650,750,550,2925
2651,750,539,2907
2652,750,535,2923
2653,750,557,2988
2654,750,555,2969
2655,750,536,2925
2656,750,534,2898
2657,750,548,2982
2658,750,550,2939
2659,750,555,3041
2660,750,544,3017
2661,750,547,2979
2662,750,550,3002
2663,750,586,2968
2664,750,577,3134
2665,750,553,2984
2666,750,544,2910
2667,750,553,2968
2668,750,562,2936
2669,750,546,2958
2670,750,550,3073
2671,750,549,2966
2672,750,543,2914
2673,750,553,2902
2674,750,561,2959
2675,750,552,3165
2676,750,557,2955
2677,750,553,2999
2678,750,542,3021
2679,750,584,3090
2680,750,537,2884
2681,750,536,2916
2682,750,547,2979
2683,750,547,3042
2684,750,550,2945
2685,750,544,3015
2686,750,540,2930
2687,750,542,3016
2688,750,560,2973
2689,750,557,3346
2690,750,564,3034
2691,750,542,2940
2692,750,546,2966
2693,750,549,2944
2694,750,545,2923
2695,750,539,2925
2696,750,544,2938
2697,750,551,2925
2698,750,545,2987
2699,750,551,2937
2700,750,551,3066
2701,750,550,3046
2702,750,542,2922
2703,750,557,2975
2704,750,559,2985
2705,750,564,3005
2706,750,542,2951
2707,750,567,3027
2708,750,560,3069
2709,750,557,3014
2710,750,545,2989
2711,750,538,2917
2712,750,552,2963
2713,750,550,2945
2714,750,568,2916
2715,750,542,2933
2716,750,549,2919
2717,750,541,2923
2718,750,541,2953
2719,750,549,2935
2720,750,574,2968
2721,750,563,3020
2722,750,549,2951
2723,750,568,2976
2724,750,551,3172
2725,750,579,3096
2726,750,548,2956
2727,750,550,2988
2728,750,583,3113
2729,750,550,2909
2730,750,557,3039
2731,750,561,3145
2732,750,553,2934
2733,750,550,3021
2734,750,555,2999
2735,750,544,2966
2736,750,543,3051
2737,750,541,2948
2738,750,542,2989
2739,750,569,2966
2740,750,566,2929
2741,750,544,2929
2742,750,556,3040
2743,750,556,3036
2744,750,545,2966
2745,750,544,2943
2746,750,550,2973
2747,750,544,2918
2748,750,582,3139
2749,750,556,2977
2750,750,546,2995
2751,750,548,2918
2752,750,560,2957
2753,750,560,3009
2754,750,547,2930
2755,750,545,2983
2756,750,557,2969
2757,750,546,2920
2758,750,549,3123
2759,750,547,2955
2760,750,548,2943
2761,750,554,2946
2762,750,548,2993
2763,750,547,2926
2764,750,542,2938
2765,750,551,2952
2766,750,537,2916
2767,750,549,2910
2768,750,545,2936
2769,750,554,3011
2770,750,531,2977
2771,750,531,2918
2772,750,572,3075
2773,750,538,2988
2774,750,548,3019
2775,750,552,2921
2776,750,548,2959
2777,750,551,2998
2778,750,539,2897
2779,750,545,3024
2780,750,550,3006
2781,750,547,3009
2782,750,654,2999
2783,750,546,3060
2784,750,543,2943
2785,750,547,2956
2786,750,544,2996
2787,750,545,2942
2788,750,540,2927
2789,750,541,2895
2790,750,547,2948
2791,750,572,3011
2792,750,543,3057
2793,750,541,2954
2794,750,552,2958
2795,750,546,2912
2796,750,567,2962
2797,750,542,2945
2798,750,543,3011
2799,750,563,2954
2800,800,594,3231
2801,800,617,3227
2802,800,621,3258
2803,800,600,3252
2804,800,619,3219
2805,800,625,3323
2806,800,608,3201
2807,800,641,3237
2808,800,614,3235
2809,800,606,3218
2810,800,618,3227
2811,800,608,3217
2812,800,613,3243
2813,800,642,3315
2814,800,601,3263
2815,800,610,3261
2816,800,611,3234
2817,800,595,3200
2818,800,606,3238
2819,800,614,3234
2820,800,609,3232
2821,800,615,3276
2822,800,614,3243
2823,800,627,3265
2824,800,632,3353
2825,800,604,3276
2826,800,627,3135
2827,800,614,3200
2828,800,601,3184
2829,800,594,3064
2830,800,627,3323
2831,800,625,3367
2832,800,635,3385
2833,800,628,3405
2834,800,700,3395
2835,800,646,3406
2836,800,642,3315
2837,800,620,3332
2838,800,619,3353
2839,800,621,3286
2840,800,603,3196
2841,800,608,3437
2842,800,613,3247
2843,800,605,3240
2844,800,603,3210
2845,800,614,3242
2846,800,607,3244
2847,800,626,3320
2848,800,603,3207
2849,800,604,3209
2850,800,617,3250
2851,800,626,3336
2852,800,627,3287
2853,800,615,3279
2854,800,617,3227
2855,800,609,3220
2856,800,612,3289
2857,800,601,3212
2858,800,599,3212
2859,800,624,3289
2860,800,614,3312
2861,800,642,3379
2862,800,639,3375
2863,800,654,3348
2864,800,675,3305
2865,800,668,3309
2866,800,627,3360
2867,800,620,3358
2868,800,610,3225
2869,800,607,3234
2870,800,606,3180
2871,800,644,3289
2872,800,609,3232
2873,800,613,3218
2874,800,612,3311
2875,800,640,3424
2876,800,641,3351
2877,800,638,3280
2878,800,617,3325
2879,800,627,3383
2880,800,627,3390
2881,800,628,3472
2882,800,641,3395
2883,800,632,3341
2884,800,644,3352
2885,800,631,3395
2886,800,617,3424
2887,800,652,3342
2888,800,627,3429
2889,800,614,3263
2890,800,616,3236
2891,800,598,3243
2892,800,620,3243
2893,800,602,3167
2894,800,616,3295
2895,800,645,3376
2896,800,623,3338
2897,800,611,3294
2898,800,606,3350
2899,800,617,3317
2900,800,639,3272
2901,800,658,3309
2902,800,628,3310
2903,800,1015,4538
2904,800,651,3530
2905,800,640,3535
2906,800,629,3552
2907,800,623,3363
2908,800,631,3330
2909,800,678,3723
2910,800,627,3640
2911,800,646,3560
2912,800,677,3601
2913,800,622,3525
2914,800,603,3370
2915,800,617,3389
2916,800,609,3392
2917,800,624,3270
2918,800,613,3306
2919,800,640,3703
2920,800,625,3477
2921,800,629,3380
2922,800,624,3316
2923,800,619,3375
2924,800,646,3508
2925,800,632,3496
2926,800,658,3354
2927,800,634,3401
2928,800,631,3357
2929,800,650,3424
2930,800,660,3440
2931,800,639,3495
2932,800,638,3428
2933,800,642,3468
2934,800,656,3667
2935,800,622,3416
2936,800,670,3341
2937,800,634,3400
2938,800,634,3399
2939,800,633,3387
2940,800,619,3456
2941,800,628,3456
2942,800,644,3507
2943,800,634,3451
2944,800,636,3535
2945,800,629,3427
2946,800,674,3338
2947,800,667,3355
2948,800,628,3486
2949,800,657,3597
2950,800,636,3611
2951,800,629,3442
2952,800,642,3409
2953,800,647,3479
2954,800,618,3346
2955,800,617,3306
2956,800,621,3287
2957,800,626,3240
2958,800,613,3273
2959,800,618,3287
2960,800,688,3412
2961,800,620,3378
2962,800,606,3269
2963,800,614,3302
2964,800,615,3242
